"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Wi-Fi","additionalInfo/Amenities/1/Paid Wi-Fi","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Wi-Fi","additionalInfo/Amenities/2/Free Wi-Fi","additionalInfo/Amenities/2/Wi-Fi","additionalInfo/Amenities/3/Free Wi-Fi","additionalInfo/Children/0/Good for kids","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Organic products","additionalInfo/Offerings/0/Small plates","additionalInfo/Offerings/1/Prepared foods","additionalInfo/Offerings/2/Salad bar","additionalInfo/Parking/0/Free street parking","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/Google Pay","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Checks","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/Google Pay","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/Google Pay","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/Debit cards","additionalInfo/Payments/3/Google Pay","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Payments/4/Google Pay","additionalInfo/Payments/4/NFC mobile payments","additionalInfo/Payments/5/Credit cards","additionalInfo/Payments/5/NFC mobile payments","additionalInfo/Payments/6/Credit cards","additionalInfo/Recycling/0/Batteries","additionalInfo/Recycling/0/Plastic bags","additionalInfo/Service options/0/Curbside pickup","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/In-store shopping","additionalInfo/Service options/0/No-contact delivery","additionalInfo/Service options/0/Takeout","additionalInfo/Service options/1/Delivery","additionalInfo/Service options/1/Dine-in","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/In-store shopping","additionalInfo/Service options/1/No-contact delivery","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/1/Same-day delivery","additionalInfo/Service options/2/Delivery","additionalInfo/Service options/2/In-store pickup","additionalInfo/Service options/2/In-store shopping","additionalInfo/Service options/2/Onsite services","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/2/Takeout","additionalInfo/Service options/3/In-store pickup","additionalInfo/Service options/3/In-store shopping","additionalInfo/Service options/3/Onsite services","additionalInfo/Service options/3/Same-day delivery","additionalInfo/Service options/4/In-store shopping","additionalInfo/Service options/4/Onsite services","additionalInfo/Service options/4/Same-day delivery","additionalInfo/Service options/5/Onsite services","additionalInfo/Service options/5/Same-day delivery","additionalInfo/Service options/6/Same-day delivery","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","locatedIn","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reserveTableUrl","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"No 17 & 18, Ground Floor, Poonawala Chawl, Ganapatrao Kadam Marg, Worli Naka, Lower Parel West, Lower Parel, Mumbai, Maharashtra 400023, India","Indian grocery store","Health food store","Herbal medicine store","Outlet mall",,,,,,,"Indian grocery store","16543332983687437894","Mumbai","false","IN",,"0x3be7cfde25848f01:0xe595b9b2c5b15e46",,"https://lh5.googleusercontent.com/p/AF1QipPDEXV5seYlVeoOybstvYKCRM9sNS0NnmKHBeYT=w408-h251-k-no","3","false",,"18.998407","72.8231861","Worli Naka, Lower Parel West, Lower Parel","Monday","9 AM to 10 PM","Tuesday","9 AM to 10 PM","Wednesday","9 AM to 10 PM","Thursday","9 AM to 10 PM","Friday","9 AM to 10 PM","Saturday","9 AM to 10 PM","Sunday","9 AM to 10 PM","false","+91 90297 05054","+919029705054","ChIJAY-EJd7P5zsRRl6xxbK5leU","400023",,"47",,"1","1","0","0","0","0","2024-09-22T16:37:18.117Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","No 17 & 18, Ground Floor, Poonawala Chawl, Ganapatrao Kadam Marg","पतंजलि आरोग्य केंद्र","false","Patanjali Arogya Kendra","5","https://www.google.com/maps/search/?api=1&query=Patanjali%20Arogya%20Kendra&query_place_id=ChIJAY-EJd7P5zsRRl6xxbK5leU","https://patanjalistores.patanjaliayurved.org/patanjali-arogya-kendra-ambika-ayurveda-indian-grocery-store-ganpatrao-kadam-marg-mumbai-260737/Home?utm_source=locator&utm_medium=googleplaces"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"Shop no 61-62, Dongri municipal market, Sandhurst road, Maharashtra 400009, India","Indian grocery store",,,,,,,,,,"Indian grocery store","13952640827792028749","Mumbai","false","IN",,"0x3be7ce398d5caddb:0xc1a1bce89b27f44d",,"https://lh5.googleusercontent.com/p/AF1QipOJPkKzswHoNEmd6aJtSTLVtVlHxy3QkddM7dDG=w408-h300-k-no","4","false",,"18.9611903","72.8381469","Noor Baug, Dongri, Umerkhadi","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 9 PM","false",,,"ChIJ261cjTnO5zsRTfQnm-i8ocE","400009",,"46",,"3","1","1","1","0","0","2024-09-22T16:37:18.075Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop no 61-62, Dongri municipal market, Sandhurst road","स्वराज प्रोविजन स्टोअर्स","false","Swaraj Provision Stores","3.3","https://www.google.com/maps/search/?api=1&query=Swaraj%20Provision%20Stores&query_place_id=ChIJ261cjTnO5zsRTfQnm-i8ocE",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shop No 10 and 11, Raj Masala Mills Raj house,N.M Joshi Marg, Cross Lane 2, Byculla, W, Maharashtra 400027, India","Grocery store","Dry fruit store","Spice wholesaler","Spice store","Spice exporter","Wholesale food store","Wholesaler",,,,"Grocery store","8440172678448287377","W, Mumbai","false","IN",,"0x3be7cf0a4e3e1947:0x7521845545de0e91",,"https://lh5.googleusercontent.com/p/AF1QipMJ_YV8VRsz7BrZp89vTIfJ5cXdX0-d06yW1SqA=w426-h240-k-no","92","false",,"18.9745761","72.8324978","Byculla West, Byculla","Monday","Closed","Tuesday","8 AM to 1 PM, 3 to 7 PM","Wednesday","8 AM to 1 PM, 3 to 7 PM","Thursday","8 AM to 1 PM, 3 to 7 PM","Friday","8 AM to 1 PM, 3 to 7 PM","Saturday","8 AM to 1 PM, 3 to 7 PM","Sunday","8 AM to 1 PM, 3 to 7 PM","false","+91 90044 00089","+919004400089","ChIJRxk-TgrP5zsRkQ7eRVWEIXU","400027",,"48",,"80","76","4","0","0","0","2024-09-22T16:37:18.141Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","Shop No 10 and 11, Raj Masala Mills Raj house,N.M Joshi Marg, Cross Lane 2","राज मसाला मिल्स सिन्स 1937","false","Raj Masala Mills Since 1937","5","https://www.google.com/maps/search/?api=1&query=Raj%20Masala%20Mills%20Since%201937&query_place_id=ChIJRxk-TgrP5zsRkQ7eRVWEIXU",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shop No.9, Soonawala Apartment - A, 13/15 Arab Lane, Grant Lane (E, M T Ansari Rd, Girgaon, Mumbai, Maharashtra 400008, India","Wholesale grocer","Dry fruit store","General store","Grocery store",,,,,,,"Wholesale grocer","11957817732869959815","Mumbai","false","IN",,"0x3be7ce14ebeb9943:0xa5f2b3df7094b087",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhEkhffFLA8oz9jCagdlm4zrvdT42yMCAc0D6D2_CpT8cGl7LfdbA-ePHQ6Su4QGVYughVr3fgH3cBbBf6fNE3WEIZ9y9TeNiekd00793DZ9y_IbaYTn4pAFwoB7vhrD4N2kyB-fJbmu1kBryYNP1e1fDBNFrqhLtBaOvRZ10uUd07tz5yqNnLB1KDnPxYgk736n55E=w408-h306-k-no","4","false",,"18.9630563","72.8236843","Navjeevan Society, Girgaon","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 2 PM","false","+91 72083 45631","+917208345631","ChIJQ5nr6xTO5zsRh7CUcN-z8qU","400008",,"53",,"4","4","0","0","0","0","2024-09-22T16:37:18.086Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","Shop No.9, Soonawala Apartment - A, 13/15 Arab Lane, Grant Lane (E, M T Ansari Rd","ज़ैनी फूड्स","false","ZAINEE FOODS","5","https://www.google.com/maps/search/?api=1&query=ZAINEE%20FOODS&query_place_id=ChIJQ5nr6xTO5zsRh7CUcN-z8qU",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"B-6, D S Road, Gandhi Nagar, Upper Worli, Worli, Mumbai, Maharashtra 400013, India","Grocery store",,,,,,,,,,"Grocery store","9138350659326753808","Mumbai","true","IN",,"0x3be7ce8de4180b59:0x7ed1f181f220bc10",,"https://lh5.googleusercontent.com/p/AF1QipNy-YxUhthLygjQb_j4CaAi5SDWKpNMz-KJaSAo=w408-h272-k-no","77","false",,"18.993873","72.821319","Gandhi Nagar, Upper Worli, Worli","Monday","Closed","Tuesday","7:30 AM to 9 PM","Wednesday","7:30 AM to 9 PM","Thursday","7:30 AM to 9 PM","Friday","7:30 AM to 9 PM","Saturday","7:30 AM to 9 PM","Sunday","7:30 AM to 9 PM","false","+91 90293 62507","+919029362507","ChIJWQsY5I3O5zsRELwg8oHx0X4","400013",,"48",,"9","5","2","0","2","0","2024-09-22T16:37:18.118Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","B-6, D S Road","श्री राम ग्रेन शॉप","false","Shree Ram Grain Shop","4.3","https://www.google.com/maps/search/?api=1&query=Shree%20Ram%20Grain%20Shop&query_place_id=ChIJWQsY5I3O5zsRELwg8oHx0X4",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,"Noorani building, Shop No 242 , Bara Imam Road, Loban galli, opp. Null bazar, Police Chowky, Mumbai, Maharashtra 400003, India","Indian grocery store","Dry fruit store",,,,,,,,,"Indian grocery store","6266862769610720153","Mumbai","false","IN",,"0x3be7ce3d999b815d:0x56f85e7c56c48399",,"https://lh5.googleusercontent.com/p/AF1QipOoTH_stAXigXKdKYPcv3K6eKLfPJJEFy3mrJKM=w408-h247-k-no","4","false",,"18.9574302","72.8289684","Ajmer, Police Chowky, Null Bazar, Bhuleshwar","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 8 PM","Sunday","9 AM to 5 PM","false","+91 70213 34804","+917021334804","ChIJXYGbmT3O5zsRmYPEVnxe-FY","400003",,"47",,"6","4","1","0","1","0","2024-09-22T16:37:18.075Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","Noorani building, Shop No 242 , Bara Imam Road, Loban galli, opp. Null bazar","ए.एल.ए.एस. मसालावाला","false","A.L.A.S. Masalawala","4.5","https://www.google.com/maps/search/?api=1&query=A.L.A.S.%20Masalawala&query_place_id=ChIJXYGbmT3O5zsRmYPEVnxe-FY",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"01, Marzban Mansion, NUB Marg, Byculla West, Chinchpokli, Mumbai, Maharashtra 400011, India","Supermarket",,,,,,,,,,"Supermarket","16269013450106054305","Mumbai","true","IN",,"0x3be7cf79eb4d03cd:0xe1c72589339fa6a1",,,,"false",,"18.9744415","72.8332471","Byculla West, Chinchpokli","Monday","7 AM to 9 PM","Tuesday","7 AM to 9 PM","Wednesday","7 AM to 9 PM","Thursday","7 AM to 9 PM","Friday","7 AM to 9 PM","Saturday","7 AM to 9 PM","Sunday","7 AM to 9 PM","false","+91 84528 54387","+918452854387","ChIJzQNN63nP5zsRoaafM4klx-E","400011",,"50",,"0",,,,,,"2024-09-22T16:37:18.141Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","01, Marzban Mansion, NUB Marg","नूर चिकन केंद्र","false","Noor Chicken Center",,"https://www.google.com/maps/search/?api=1&query=Noor%20Chicken%20Center&query_place_id=ChIJzQNN63nP5zsRoaafM4klx-E",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true","true",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,"Shop No. A005, Poornima Apartments, ML Dhanukar Ln, IT Colony, Cumballa Hill, Mumbai, Maharashtra 400026, India","Grocery store","Spice store",,,,,,,,,"Grocery store","3300656492222247474","Mumbai","false","IN",,"0x3be7ce7725227907:0x2dce4997907e7232",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhHnqxrXa-r6fMyp8JDZE0FllnWnloc-Wz30YVWlothPfaltwDqpyjJZ710sCbrOT4dA9qr1nA0M3ZhpoBUkRWFDo2Tz-u9X8rLih8W4ZLKrMnS7Cp_Q6hOht8m1wsqAncXhfEu6O5JMKcA6vAPIZl1FWI1QQARgs-2VIdMSmt3xQ6YTCmB30QRKL6NIS3BXCQMiXpA=w408-h543-k-no","4","false",,"18.9702175","72.8100219","IT Colony, Cumballa Hill","Monday","7 AM to 8:30 PM","Tuesday","7 AM to 8:30 PM","Wednesday","7 AM to 8:30 PM","Thursday","7 AM to 8:30 PM","Friday","7 AM to 8:30 PM","Saturday","7 AM to 8:30 PM","Sunday","7 AM to 1 PM","false","+91 22 2352 3031","+912223523031","ChIJB3kiJXfO5zsRMnJ-kJdJzi0","400026",,"54",,"1","0","1","0","0","0","2024-09-22T16:37:18.086Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","Shop No. A005, Poornima Apartments, ML Dhanukar Ln","नवीन स्टोअर्स","false","Naveen Stores","4","https://www.google.com/maps/search/?api=1&query=Naveen%20Stores&query_place_id=ChIJB3kiJXfO5zsRMnJ-kJdJzi0",
,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,"true",,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"Shop no.6a memni buildng, near Sagar hotel, Nagpada, Mumbai, Maharashtra 400008, India","Natural goods store",,,,,,,,,,"Natural goods store","8151890689442216012","Mumbai","true","IN",,"0x3be7cf848f09f297:0x712155643804784c",,"https://lh5.googleusercontent.com/p/AF1QipNGL8wyGwMMTlDlxE4-qG8P8D24822qP18il3DX=w408-h725-k-no","1","false",,"18.9662667","72.8288391","Nagpada","Monday","9 AM to 8:30 PM","Tuesday","9 AM to 8:30 PM","Wednesday","9 AM to 8:30 PM","Thursday","9 AM to 8:30 PM","Friday","9 AM to 8:30 PM","Saturday","9 AM to 8:30 PM","Sunday","10 AM to 6:30 PM","false","+91 98923 70336","+919892370336","ChIJl_IJj4TP5zsRTHgEOGRVIXE","400008",,"50",,"9","8","1","0","0","0","2024-09-22T16:37:18.075Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop no.6a memni buildng, near Sagar hotel","आरिफ ट्रेडर्स","false","Arif Traders","4.9","https://www.google.com/maps/search/?api=1&query=Arif%20Traders&query_place_id=ChIJl_IJj4TP5zsRTHgEOGRVIXE",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",,,,,,,"true",,,,,"true",,,,,"true",,,,"true","true",,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"7, ALTVIEW BLDG, Altamount Rd, opp. BANK OF INDIA, Gowalia Tank, Tardeo, Mumbai, Maharashtra 400026, India","Gourmet grocery store",,,,,,,,,,"Gourmet grocery store","6528526220273029076","Mumbai","false","IN",,"0x3be7cfcb8cd46567:0x5a99fc01fa328fd4",,"https://lh5.googleusercontent.com/p/AF1QipM35ZP9KPb7PuX6AmP3GBYB5nqlWa6Oo5GXJz4Y=w408-h544-k-no","4","false",,"18.9672903","72.8099867","Gowalia Tank, Tardeo","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 8 PM","Sunday","9 AM to 12 PM","false","+91 90225 31336","+919022531336","ChIJZ2XUjMvP5zsR1I8y-gH8mVo","400026",,"55",,"7","5","0","1","1","0","2024-09-22T16:37:18.086Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","7, ALTVIEW BLDG, Altamount Rd, opp. BANK OF INDIA","रोमन स्टोर्स","false","ROMAN STORES","4.1","https://www.google.com/maps/search/?api=1&query=ROMAN%20STORES&query_place_id=ChIJZ2XUjMvP5zsR1I8y-gH8mVo",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"Shop 01, B G, K Road, Worli Naka, Siddharth Nagar, Worli, Mumbai, Maharashtra 400018, India","Grocery store",,,,,,,,,,"Grocery store","17415470351422731766","Mumbai","false","IN",,"0x3be7cfc2a490bba9:0xf1b02e0374e635f6",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EVRPwrNWwqpmOd2k4YfYtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.90033&pitch=0&thumbfov=100","1","false",,"18.9985846","72.8161195","Worli Naka, Siddharth Nagar, Worli",,,,,,,,,,,,,,,"false","+91 99674 90078","+919967490078","ChIJqbuQpMLP5zsR9jXmdAMusPE","400018",,"49",,"0",,,,,,"2024-09-22T16:37:18.118Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","Shop 01, B G, K Road","सुनील जेनरल स्टोर","false","Sunil General Store",,"https://www.google.com/maps/search/?api=1&query=Sunil%20General%20Store&query_place_id=ChIJqbuQpMLP5zsR9jXmdAMusPE",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"XR55+VMV, N S Patkar Marg, Babulnath, Khareghat Colony, Malabar Hill, Mumbai, Maharashtra 400006, India","Asian grocery store",,,,,,,,,,"Asian grocery store","1585500325336498565","Mumbai","true","IN",,"0x3be7cf705b606f65:0x1600d42542f2c185",,"https://lh5.googleusercontent.com/p/AF1QipPC94Fq7XcGaqoii4v4PyML0S__5D6elCUBFFUs=w408-h544-k-no","2","false","Khareghat Colony","18.959748","72.8091743","Babulnath, Khareghat Colony, Malabar Hill","Monday","8 AM to 6 PM","Tuesday","8 AM to 6 PM","Wednesday","8 AM to 6 PM","Thursday","8 AM to 6 PM","Friday","8 AM to 6 PM","Saturday","8 AM to 6 PM","Sunday","Closed","false",,,"ChIJZW9gW3DP5zsRhcHyQiXUABY","400006",,"56",,"1","0","1","0","0","0","2024-09-22T16:37:18.086Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","XR55+VMV, N S Patkar Marg","जोरोअस्त्रियन प्रोविशन & जेनरल स्टोर","false","Zoroastrian Provision & General Store","4","https://www.google.com/maps/search/?api=1&query=Zoroastrian%20Provision%20%26%20General%20Store&query_place_id=ChIJZW9gW3DP5zsRhcHyQiXUABY",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"KAWLA BUNDER, Reay Rd, beside KAMAL STORE, Darukhana, EAST, Mumbai, Maharashtra 400010, India","Supermarket",,,,,,,,,,"Supermarket","9080261541663000143","Mumbai","false","IN",,"0x3be7cf0f75a44615:0x7e0391c34a76c64f",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_nQ1vumbJubLHJxRWCUUVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.0807&pitch=0&thumbfov=100","1","false",,"18.9779625","72.8497095","Darukhana, EAST",,,,,,,,,,,,,,,"false","+91 98928 70633","+919892870633","ChIJFUakdQ_P5zsRT8Z2SsORA34","400010",,"52",,"0",,,,,,"2024-09-22T16:37:18.141Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","KAWLA BUNDER, Reay Rd, beside KAMAL STORE","गजेंद्र वेगेताब्लेस शॉप","true","Gajendra Vegetables Shop",,"https://www.google.com/maps/search/?api=1&query=Gajendra%20Vegetables%20Shop&query_place_id=ChIJFUakdQ_P5zsRT8Z2SsORA34",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,"true",,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,"true",,,,,,,,,,,,"126, Nabullah Rd, Ajmer, Kumbharwada, Mumbai, Maharashtra 400003, India","Grocery store",,,,,,,,,,"Grocery store","9656570529207278713","Mumbai","false","IN",,"0x3be7cf1194fd4fe7:0x860307bbcde7dc79",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BjTnXE3miViPaZErDwSb7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.25115&pitch=0&thumbfov=100","1","false",,"18.9591221","72.8288704","Ajmer, Kumbharwada","Monday","8 AM to 8 PM","Tuesday","8 AM to 8 PM","Wednesday","8 AM to 8 PM","Thursday","8 AM to 8 PM","Friday","8 AM to 8 PM","Saturday","8 AM to 8 PM","Sunday","8 AM to 4 PM","false","+91 70213 34012","+917021334012","ChIJ50_9lBHP5zsRedznzbsHA4Y","400003",,"51",,"1","1","0","0","0","0","2024-09-22T16:37:18.075Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","126, Nabullah Rd","ताज ट्रैडर","false","TAJ TRADERS","5","https://www.google.com/maps/search/?api=1&query=TAJ%20TRADERS&query_place_id=ChIJ50_9lBHP5zsRedznzbsHA4Y",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"XR57+P64, Gamdevi Rd, Grant Road (W), Gamdevi, Mumbai, Maharashtra 400007, India","Grocery store","General store",,,,,,,,,"Grocery store","4036316539922742491","Mumbai","true","IN",,"0x3be7ce0c3346b465:0x3803e081fb20fcdb",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kV8p16f-gp-N6fMY7yFiew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.66225&pitch=0&thumbfov=100","1","false",,"18.9592676","72.8130652","Grant Road (W), Gamdevi","Monday","9 AM to 10 PM","Tuesday","9 AM to 10 PM","Wednesday","9 AM to 10 PM","Thursday","9 AM to 10 PM","Friday","9 AM to 10 PM","Saturday","9 AM to 10 PM","Sunday","9 AM to 10 PM","false","+91 98193 32535","+919819332535","ChIJZbRGMwzO5zsR2_wg-4HgAzg","400007",,"57",,"2","2","0","0","0","0","2024-09-22T16:37:18.086Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","XR57+P64, Gamdevi Rd","जोशी स्टोअर्स","false","Joshi Stores","5","https://www.google.com/maps/search/?api=1&query=Joshi%20Stores&query_place_id=ChIJZbRGMwzO5zsR2_wg-4HgAzg",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHOP NO, 1, Quay St, beside VILAK STORES, Darukhana, REAYRIAD EAST, Mumbai, Maharashtra 400010, India","Supermarket",,,,,,,,,,"Supermarket","8552557450686688395","Mumbai","false","IN",,"0x3be7cf530e9019d7:0x76b0c9b0214cec8b",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H3_bSnS7hk60KvQ3_-u0dw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.34579&pitch=0&thumbfov=100","1","false",,"18.9745569","72.8486518","Darukhana, REAYRIAD EAST",,,,,,,,,,,,,,,"false","+91 97691 87255","+919769187255","ChIJ1xmQDlPP5zsRi-xMIbDJsHY","400010",,"53",,"0",,,,,,"2024-09-22T16:37:18.142Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","SHOP NO, 1, Quay St, beside VILAK STORES","फलक चिकन शॉप","true","FALAK CHICKEN SHOP",,"https://www.google.com/maps/search/?api=1&query=FALAK%20CHICKEN%20SHOP&query_place_id=ChIJ1xmQDlPP5zsRi-xMIbDJsHY",
